cohort,channel,context,source_lag_frames,horizon_frames,source_to_endpoint_frames,scope,reference,method,n_edges,n_positive,prevalence,auroc,auprc,source_macro_auroc,n_macro_sources
historical80,endpoint_mean,state_average,1,32,33,strong_fixed_support,cook_gap,flow,4503,231,0.051299133910726186,0.6167787424809896,0.10376886506158567,0.6365116288731508,47
historical80,endpoint_mean,state_average,4,1,5,all_common,randi_wild_type,flow,1646,273,0.16585662211421628,0.66655995133781,0.31089506175576853,0.6298897554707771,44
historical80,endpoint_mean,state_average,4,1,5,all_common,cook_struct,flow,6320,1267,0.2004746835443038,0.6285062629731788,0.31792215754010233,0.6103929893451656,80
historical80,endpoint_mean,state_average,4,1,5,all_common,cook_chem,flow,6320,1145,0.18117088607594936,0.6168649241609181,0.2790712668205288,0.5893156148265124,80
historical80,endpoint_mean,state_average,4,1,5,all_common,cook_gap,flow,6320,321,0.05079113924050633,0.67180199815234,0.11890383231827453,0.692918233656477,66
historical80,endpoint_mean,state_average,4,1,5,strong_fixed_support,randi_wild_type,flow,1051,139,0.13225499524262607,0.6217263031679919,0.24788744476000238,0.5853820529588489,27
historical80,endpoint_mean,state_average,4,1,5,strong_fixed_support,cook_struct,flow,4503,838,0.18609815678436598,0.620810934890127,0.29141680775790224,0.6078473987226156,57
historical80,endpoint_mean,state_average,4,1,5,strong_fixed_support,cook_chem,flow,4503,746,0.16566733288918498,0.6078273192988816,0.25316191820707346,0.5824400028892824,57
historical80,endpoint_mean,state_average,4,1,5,strong_fixed_support,cook_gap,flow,4503,231,0.051299133910726186,0.6679151061173533,0.12578499268729584,0.6798544113555557,47
historical80,endpoint_mean,state_average,4,2,6,all_common,randi_wild_type,flow,1646,273,0.16585662211421628,0.6630943710331911,0.3029052188668226,0.6249608011757104,44
historical80,endpoint_mean,state_average,4,2,6,all_common,cook_struct,flow,6320,1267,0.2004746835443038,0.626668130757928,0.3160575832395578,0.6066821124717754,80
historical80,endpoint_mean,state_average,4,2,6,all_common,cook_chem,flow,6320,1145,0.18117088607594936,0.6149956753791953,0.2777324149267334,0.5851573725052662,80
historical80,endpoint_mean,state_average,4,2,6,all_common,cook_gap,flow,6320,321,0.05079113924050633,0.6718876822149487,0.11804192085915767,0.6894302159369042,66
historical80,endpoint_mean,state_average,4,2,6,strong_fixed_support,randi_wild_type,flow,1051,139,0.13225499524262607,0.6214028776978417,0.24357517690126318,0.5789782047495968,27
historical80,endpoint_mean,state_average,4,2,6,strong_fixed_support,cook_struct,flow,4503,838,0.18609815678436598,0.6199901018145588,0.2895757066019936,0.6052116909822977,57
historical80,endpoint_mean,state_average,4,2,6,strong_fixed_support,cook_chem,flow,4503,746,0.16566733288918498,0.6072646520061569,0.25177022631374896,0.5791666844584334,57
historical80,endpoint_mean,state_average,4,2,6,strong_fixed_support,cook_gap,flow,4503,231,0.051299133910726186,0.6663454367106053,0.12460024814176736,0.6765569819714313,47
historical80,endpoint_mean,state_average,4,4,8,all_common,randi_wild_type,flow,1646,273,0.16585662211421628,0.6542850206360766,0.2856308132261729,0.6191765864657137,44
historical80,endpoint_mean,state_average,4,4,8,all_common,cook_struct,flow,6320,1267,0.2004746835443038,0.6200200526354345,0.3115851067783891,0.5997725424284575,80
historical80,endpoint_mean,state_average,4,4,8,all_common,cook_chem,flow,6320,1145,0.18117088607594936,0.6089160601649685,0.27457961074965287,0.5790302323761758,80
historical80,endpoint_mean,state_average,4,4,8,all_common,cook_gap,flow,6320,321,0.05079113924050633,0.6641496324153714,0.1144413340622599,0.680673199266156,66
historical80,endpoint_mean,state_average,4,4,8,strong_fixed_support,randi_wild_type,flow,1051,139,0.13225499524262607,0.6174823299255333,0.23143621962495883,0.5707122852773158,27
historical80,endpoint_mean,state_average,4,4,8,strong_fixed_support,cook_struct,flow,4503,838,0.18609815678436598,0.6140720288349771,0.2854789908257967,0.6013464022649065,57
historical80,endpoint_mean,state_average,4,4,8,strong_fixed_support,cook_chem,flow,4503,746,0.16566733288918498,0.6024700273519814,0.24882761474632425,0.5765562386592499,57
historical80,endpoint_mean,state_average,4,4,8,strong_fixed_support,cook_gap,flow,4503,231,0.051299133910726186,0.6566335505942248,0.1211413634846335,0.6720629687610394,47
historical80,endpoint_mean,state_average,4,8,12,all_common,randi_wild_type,flow,1646,273,0.16585662211421628,0.6402572906578734,0.26390398804077947,0.603358792983546,44
historical80,endpoint_mean,state_average,4,8,12,all_common,cook_struct,flow,6320,1267,0.2004746835443038,0.6116374012421762,0.3052708433090937,0.5921614843630814,80
historical80,endpoint_mean,state_average,4,8,12,all_common,cook_chem,flow,6320,1145,0.18117088607594936,0.6026963694280952,0.27065383977761626,0.5761795336902449,80
historical80,endpoint_mean,state_average,4,8,12,all_common,cook_gap,flow,6320,321,0.05079113924050633,0.6481251548155222,0.10815954523270802,0.6581129128065155,66
historical80,endpoint_mean,state_average,4,8,12,strong_fixed_support,randi_wild_type,flow,1051,139,0.13225499524262607,0.6082686482393033,0.21972139107135435,0.5540366513348894,27
historical80,endpoint_mean,state_average,4,8,12,strong_fixed_support,cook_struct,flow,4503,838,0.18609815678436598,0.60649698658861,0.27980227615687436,0.5973855312353139,57
historical80,endpoint_mean,state_average,4,8,12,strong_fixed_support,cook_chem,flow,4503,746,0.16566733288918498,0.5976557789177807,0.24469182782756552,0.5785656895098703,57
historical80,endpoint_mean,state_average,4,8,12,strong_fixed_support,cook_gap,flow,4503,231,0.051299133910726186,0.6451888467337906,0.11564728092502141,0.6637078851195272,47
